name,watercourse_code,length,first_point,last_point,is_affluent,classe,river_join
Le Rhin,A---0000,187.90298449608088,"[7.584941647446357, 47.57558790792397]","[8.268766344174976, 48.985053377443116]",0,1,
La Moder,A3--0100,82.12313032594908,"[7.316732218555632, 48.895829759072555]","[8.10787478773645, 48.83924664781031]",1,2,Le Rhin
La Sauer,A3--0110,63.97030053245469,"[7.756718225653472, 49.04552844699193]","[8.159498961904628, 48.91603322416806]",1,2,Le Rhin
La Zinsel du Nord,A32-0200,43.14899394123428,"[7.384324462565083, 48.98249568561325]","[7.739899320614371, 48.82338426574595]",1,3,Le Rhin
Ruisseau le Falkensteinbach,A32-0210,27.153402936503934,"[7.491520712907656, 49.037473539794405]","[7.65607113627352, 48.8941745958765]",1,3,Le Rhin
La Zorn,A34-0200,96.69934199326589,"[7.222446193246313, 48.5650794101632]","[7.915887444683895, 48.752044020150144]",1,2,Le Rhin
La Zinsel du Sud,A34-0210,30.918447071952986,"[7.18880718318261, 48.79383087530757]","[7.420205285479657, 48.76507923442542]",1,3,Le Rhin
Ruisseau le Landgraben,A35-0200,41.1760389827573937,"[7.609039802672767, 48.695460286912656]","[7.972667770184295, 48.77296117549125]",1,3,Le Rhin
Ruisseau l'Eberbach,A36-0210,43.82079825782642,"[7.699515853343385, 48.93374260687578]","[8.044958080334979, 48.85476457075165]",1,3,Le Rhin
Ruisseau le Seltzbach,A37-0200,33.09463613571909,"[7.790522509476592, 48.964870307027866]","[8.111160583382174, 48.89161548365239]",1,3,Le Rhin
Ruisseau le Rothbach,A31-0200,22.815951600963487,"[7.397083590639046, 48.95114846455301]","[7.6101125175038, 48.84640824327356]",1,4,Le Rhin
Ruisseau le Mittelbach,A3110760,12.352859776302196,"[7.329381032082821, 48.87134599597314]","[7.479811439215708, 48.88066433643071]",1,4,Le Rhin
Ruisseau le Schwarzbach,A32-0220,23.7805019831679,"[7.554652666227788, 49.06796181794754]","[7.662700044205236, 48.92925116467325]",1,4,Le Rhin
Ruisseau le Lomdgraben,A3300310,11.346541293183193,"[7.608681360727206, 48.81812463574048]","[7.747754096476558, 48.82152261707226]",1,4,Le Rhin
Ruisseau l'Hellergraben,A3320620,11.108574994040755,"[7.728321276682286, 48.76572961725171]","[7.838489257902231, 48.73160834013945]",1,4,Le Rhin
Ruisseau le Baerenbach,A3410520,17.678987251733634,"[7.058862602265436, 47.80564669641808]","[7.225029584217479, 47.74544983640889]",1,4,Le Rhin
La Mossel,A3450400,21.1685943229117,"[7.292118436819094, 48.65897830081353]","[7.468780451922983, 48.750235539662135]",1,4,Le Rhin
Ruisseau le Bachgraben,A3470800,12.690820559168204,"[7.480090902923294, 48.810211123151944]","[7.585013473147002, 48.752377362306774]",1,4,Le Rhin
Ruisseau le Minversheimerbach,A3480340,11.224654117446756,"[7.554406737709512, 48.82382432522222]","[7.632921759507969, 48.75299745903652]",1,4,Le Rhin
Ruisseau le Muhlbach,A3510710,10.910497485671365,"[ 7.602124079728713, 48.70470402147617]","[7.714935734833685, 48.67354920692989]",1,4,Le Rhin
Ruisseau le Muhlrhein,A3520690,9.241092140337432,"[7.865496470554691, 48.67159442698853]","[7.915780629515101, 48.71341008290056]",1,4,Le Rhin
Ruisseau le Soulzbach,A3610860,10.094900649080719,"[7.693041094744445, 49.013109766102005]","[7.747076509183133, 48.94191531374709]",1,4,Le Rhin
Ruisseau le Halbmuhlbach,A3640302,22.59756937258911,"[7.75538582351043, 48.9109550648378]","[7.946676187785391, 48.86780289391338]",1,4,Le Rhin
Ruisseau le Brumbach,A3670730,17.76839912134532,"[7.736903454413308, 48.841645766375265]","[7.951442290966923, 48.835059772790935]",1,4,Le Rhin
Ruisseau le Fallgraben,A3680300,14.049508678605214,"[7.875525488712718, 48.766729186312375]","[7.989516896911894, 48.8317407812346]",1,4,Le Rhin
Ruisseau le Haussauerbach,A3710350,14.508313886666645,"[7.899475130982334, 49.02106844859846]","[7.950724171836855, 48.926041917935734]",1,4,Le Rhin
Ruisseau le Wintzenbach,A3710640,10.774557687040339,"[7.849156502476291, 48.98482034715101]","[7.948070316373063, 48.93270756502779]",1,4,Le Rhin
Ruisseau le Seebach,A3720410,10.829799483397759,"[7.982254427795858, 48.986529782286624]","[8.015205347285148, 48.9088296013977]",1,4,Le Rhin
Ruisseau le Schiffersbach,A3750300,10.255900209647391,"[8.090005086079072, 48.94630062771794]","[8.187120948604356, 48.94471551576558]",1,4,Le Rhin
La Garonne,O---0000,528.7310850471886,"[0.96959894737166, 42.609844179592315]","[-0.633645146953461, 45.06252051749715]",0,1,
La Seine,----0010,774.6389532879301,"[4.716811910067546,47.48645418510434]","[0.119804672839608,49.43657522764359]",0,1,
Le Rhône,V---0000,542.3459644900238,"[6.120835547788023, 46.200958306382134]","[4.845456984476886, 43.33015413113131]",0,1,
La Dordogne,P---0000,482.80868816770743,"[2.818584280067594, 45.53000179655526]","[-0.633645146953461, 45.06252051749715]",0,1,
La Pique,O00-0400,32.89379421862623,"[0.654141129627848, 42.69486222339053]","[0.651619602199648, 42.92645886884538]",1,3,La Garonne
L'Ourse,O00-0460,25.377616626474758,"[0.509182602122372, 42.870748558987394]","[0.615334034456814, 43.021923921642134]",1,3,La Garonne
Le Salat,O0--0250,74.17458887660959,"[1.150372789829356, 42.72730794541928]","[0.965949230457394, 43.16202049471328]",1,1,La Garonne
Le Tarn,O---0100,380.1873358278879,"[3.814731604390568, 44.41503878487134]","[1.037123942003036, 44.08650514925835]",1,1,La Garonne
La Neste,O01-0400,73.17841865951266,"[0.140104913677002, 42.75124597311092]","[0.565652712835255, 43.07519124023074]",1,2,La Garonne
La Neste du Louron,O01-0430,32.039551542734365,"[0.400437614108011, 42.7112311255467]","[0.357810111111434, 42.906390188855845]",1,3,La Garonne
Le Lot,O---0150,484.598994625091,"[3.784643891247718, 44.514846957131155]","[0.334459674577774, 44.3188022443003]",1,1,La Garonne
Le Ger,O02-0400,37.208886393669474,"[0.832835063900418, 42.87340608509002]","[0.827239547407107, 43.09267352786715]",1,3,La Garonne
L'Arrats,O---0240,161.82132985403342,"[0.408585148784882, 43.10593767078341]","[0.846103389945817, 44.09610098848462]",1,1,La Garonne
La Noue,O0290530,44.2232141662673,"[0.539839977536182, 43.12538178055427]","[0.957797621111497, 43.15791735980197]",1,3,La Garonne
L'Arac,O03-0400,27.22118051800829,"[1.436254802566762, 42.837363959510306]","[1.214572627148498, 42.909757876340656]",1,3,La Garonne
Le Garbet,O0350500,25.085980430369414,"[1.383385810680559, 42.754205205759845]","[1.211126947375544, 42.884065835329416]",1,3,La Garonne
Le lez,O04-0400,35.85364148948936,"[0.910354449595009, 42.801372411274684]","[1.1418359760186, 42.986913866507756]",1,3,La Garonne
Le Lens,O05-0430,25.661299922874452,"[1.167141914538321, 43.07021931518988]","[0.978800864308141, 43.1375980858287]",1,3,La Garonne
Le Volp,O06-0400,40.350028232526114,"[1.262087306687601, 43.02665956952636]","[1.109472321088576, 43.20680106149514]",1,3,La Garonne
L'Arize,O07-0400,83.84552360682055,"[1.377847373202152, 42.9229283751587]","[1.226657072062461, 43.28867502648073]",1,2,La Garonne
La Louge,O09-0400,100.02114835225848,"[0.472599647013005, 43.11836608578877]","[1.334741577331209, 43.461802641564084]",1,1,La Garonne
La Nère,O09-0460,33.33516649625946,"[0.664391585880753, 43.19503968715198]","[1.016894858053872, 43.26399850809929]",1,3,La Garonne
L'Ariège,O1--0250,163.0554915686247,"[1.739473741063461, 42.51952213879541]","[1.409800192749427, 43.5187546012769]",1,1,La Garonne
l'hers,O1--0290,135.02039996398753,"[1.85309815661149, 42.758129786574415]","[1.551805282172031, 43.30607994354782]",1,1,La Garonne
Ruisseau de Vicdessos,O11-0400,36.86206119380315,"[1.4328000788398, 42.6104278088065]","[1.605739120597478, 42.845846687151045]",1,3,La Garonne
Le Crieu,O13-0400,34.8098459597621,"[1.741377324257677, 42.98936438582489]","[1.592346215767621, 43.22287187789236]",1,3,La Garonne
Le Touyre,O14-0430,39.21130569125385,"[1.760994631534654, 42.822905199474114]","[1.933668922431151, 43.040229217293316]",1,3,La Garonne
Le Douctouyre,O15-0430,42.116037424182075,"[1.729887101672055, 42.87089615930984]","[1.755042213498209, 43.092727167342936]",1,3,La Garonne
La Vixiège,O16-0400,33.577886071204375,"[1.979373004056812, 43.113871907030244]","[1.746931136417158, 43.20582708563103]",1,3,La Garonne
la hyse,O17-0430,29.280118260685438,"[1.696217610116056, 43.27599174103915]","[1.438024640520781, 43.43459113531564]",1,3,La Garonne
La Lèze,O18-0400,70.21204782616888,"[1.485418435033117, 43.033575073178895]","[1.418547491619377, 43.46476843435089]",1,2,La Garonne
Le Touch,O20-0400,74.49426869154506,"[0.811909821233766, 43.283511728369795]","[1.400853674214737, 43.62382315308399]",1,2,La Garonne
Bras Inférieur Garonne,O2005001,4.550010259248745,"[1.438528764640418, 43.55997702635883]","[1.439082488671301, 43.59509648796732]",1,2,La Garonne
L'Hers Mort,O2--0250,89.37848862006068,"[1.953493118124252, 43.220988643122816]","[1.326248469868847, 43.77428119456259]",1,2,La Garonne
La Save,O2--0290,143.90044621564928,"[0.385169915464726, 43.09112623331071]","[1.276894858175337, 43.7936324098471]",1,1,La Garonne
La Gimone,O2--0330,135.93070713784383,"[0.551723735572023, 43.23667929487281]","[1.105188389031198, 44.01434389809056]",1,1,La Garonne
L'Ousseau,O2070500,26.19761736379551,"[1.200408623474098, 43.40588791342423]","[1.350547425112005, 43.58274760675531]",1,3,La Garonne
L'Aussonnelle,O21-0400,42.37500256099967,"[1.088124404235938, 43.52668591782931]","[1.349198802050772, 43.709308706709635]",1,3,La Garonne
La Marcaissonne,O2260600,26.520416724446875,"[1.772251195618056, 43.46389429056346]","[1.498181914160192, 43.576021616377105]",1,3,La Garonne
La Saune,O2270500,31.770061055889762,"[1.835475340913779, 43.46225702081954]","[1.4994041248173, 43.581163516201634]",1,3,La Garonne
Le Girou,O23-0400,64.51743879307698,"[2.005986769671432, 43.56887651598729]","[1.362566040114304, 43.76465247144501]",1,2,La Garonne
La Gesse,O24-0400,52.16507837331056,"[0.465557834497471, 43.154981901092015]","[0.851807710604956, 43.43452575638353]",1,2,La Garonne
L'Aussoue,O24-0430,33.688673494272344,"[0.80562419757422, 43.28396110100251]","[0.976690881968674, 43.51702488974686]",1,3,La Garonne
Le Lambon,O2650500,25.772717306217906,"[1.014037418444728, 43.78038742968931]","[1.18913054862758, 43.90836543315724]",1,3,La Garonne
La Marcaoue,O27-0400,36.396193145978444,"[0.781029506609286, 43.453284662496166]","[0.909824347247378, 43.69346922174883]",1,3,La Garonne
Le Sarrampion,O28-0400,25.421712944173038,"[0.964150488376178, 43.640124933547426]","[0.909398227600965, 43.812388908518344]",1,3,La Garonne
La Sère,O29-0400,31.333579243904694,"[0.874484151346623, 43.890173942155535]","[1.057421662085611, 44.060038975961675]",1,3,La Garonne
Le Tarnon,O30-0400,38.877279467627844,"[3.633106884900728, 44.12499365865256]","[3.585194369764972, 44.33688519867005]",1,3,La Garonne
La Mimente,O30-0430,27.451177287399194,"[3.814236636651534, 44.30765667168072]","[3.598750498550328, 44.316620519732126]",1,3,La Garonne
La Jonte,O31-0400,38.597059524182164,"[3.562310308232694, 44.137114909930425]","[3.203588241830614, 44.193461427818605]",1,3,La Garonne
La Dourbie,O33-0400,71.87099731025583,"[3.575280879272212, 44.06100298041051]","[3.086819284877951, 44.10103529665949]",1,2,La Garonne
Le Trèvezel,O33-0430,29.581725445902762,"[3.538545824758373, 44.09999557273607]","[3.301645490042251, 44.06049570381376]",1,3,La Garonne
Le Cernon,O34-0400,30.414843967159698,"[3.143512507669607, 43.96130436528689]","[2.987002084981076, 44.082739664071774]",1,3,La Garonne
La Muze,O34-0430,29.327171597992447,"[2.99164179495566, 44.25337513745775]","[2.917197963346969, 44.074969772953175]",1,3,La Garonne
Le Dourdou de Camarès,O35-0400,86.81305965057393,"[2.906926595103977, 43.656149632447715]","[2.683702206846819, 43.99657146592021]",1,2,La Garonne
La Nuéjouls,O35-0430,31.217754352858,"[3.01505212272906, 43.706052466113924]","[2.937964463986319, 43.802215181662426]",1,3,La Garonne
La Sorgues,O35-0460,46.43600393296904,"[3.219560993465549, 43.879367909526295]","[2.836839370662053, 43.9555025908617]",1,3,La Garonne
L'Alrance,O36-0400,26.00734669695872,"[2.671468604918575, 44.16132609896406]","[2.622542523945809, 43.99719831283314]",1,3,La Garonne
Le Rance,O37-0400,63.48500618091343,"[2.82676800386468, 43.76030865560515]","[2.499148366188679, 43.94513685753378]",1,2,La Garonne
La Vèbre,O40-0400,31.168077738542898,"[2.854709564657314, 43.731422827867746]","[2.693919752548844, 43.61084297620782]",1,3,La Garonne
L'Agout,O4--0250,194.44525203682764,"[2.93406951531931, 43.65438607454127]","[1.68284787252867, 43.78535284969634]",1,1,La Garonne
Le Gijou,O41-0430,50.05067609664406,"[2.717088457661226, 43.69083235903423]","[2.405037921976552, 43.67799359539455]",1,2,La Garonne
La Durenque,O42-0400,31.5284439264057,"[2.502008560174212, 43.58382883278717]","[2.242031646989009, 43.600936372646466]",1,3,La Garonne
Le Thoré,O43-0400,61.588446932661064,"[2.72075535303112, 43.44022353213875]","[2.217220639521671, 43.5812725346058]",1,1,La Garonne
L'Arn,O43-0430,55.76728796602718,"[2.77877420379974, 43.56881675548351]","[2.389262218564592, 43.50328858805159]",1,2,La Garonne
L'Arnette,O4370500,26.479342540299328,"[2.460497619595663, 43.42064043545723]","[2.383882558912662, 43.50643601659143]",1,3,La Garonne
Le Sor,O45-0400,60.88702347876688,"[2.186898113437111, 43.45274234706368]","[2.099135689795924, 43.61691076756248]",1,2,La Garonne
Le Laudot,O4510530,22.94698967621454,"[2.076961285518554, 43.40945008474176]","[1.963355887396845, 43.4967378467574]",1,3,La Garonne
Ruisseau du Bernazobre,O4550500,24.915670775791536,"[2.221732547110851, 43.453998560580324]","[2.118348747076011, 43.57801531133259]",1,3,La Garonne
Le Dadou,O47-0400,115.79883085313082,"[2.624467522607682, 43.789042497804125]","[1.789324856665263, 43.73641636128422]",1,1,La Garonne
L'Assou,O4760500,36.81991632250115,"[2.439239117385871, 43.88432029210045]","[2.116311329189843, 43.77887708309511]",1,3,La Garonne
Le Tescou,O49-0430,48.80086454658252,"[1.864911601629303, 43.95309557476222]","[1.349272110271995, 44.01604051426968]",1,3,La Garonne
L'Aveyron,O5--0250,30.045956325284784,"[3.018686973455481, 47.77817094762791]","[2.821535766322455, 47.87965977507104]",1,1,La Garonne
Le Viaur,O5--0290,168.2935312030499,"[3.003940423661309, 44.27891085222659]","[1.966885504173243, 44.14420028012368]",1,1,La Garonne
Ruisseau de Serre,O5040500,29.410641195830262,"[3.087552156154446, 44.400400055691314]","[2.835199925588253, 44.39925565217949]",1,3,La Garonne
L'Alzou,O52-0400,43.84608572760694,"[2.386232740466542, 44.42781131545167]","[2.04285995763607, 44.35017851462081]",1,3,La Garonne
La Serène,O52-0430,32.16011811337736,"[2.126110713228555, 44.310354849324014]","[1.987828680130566, 44.18711655876754]",1,3,La Garonne
Le Vioulou,O53-0400,33.09437006369604,"[2.874494769288353, 44.15794438898298]","[2.660845262621341, 44.26514044351949]",1,3,La Garonne
Le Céor,O54-0400,55.83157303685802,"[2.691537973789163, 44.16082182447821]","[2.374238713852142, 44.12391253553474]",1,2,La Garonne
Le Giffou,O54-0430,46.184383913132116,"[2.68610348248496, 44.087569435544005]","[2.389433948743547, 44.12872544962305]",1,3,La Garonne
Le Lieux,O5490500,25.30321990453012,"[2.404778752981383, 44.22659890973669]","[2.244144928481223, 44.13495594866643]",1,3,La Garonne
Le Lézert,O55-0400,	38.9511860822494,"[2.418259154820313, 44.287707783948456]","[ 2.197397247779432,44.16240202055042]",1,3,La Garonne
Le Cérou,O56-0400,87.07343335877734,"[2.475675031375406, 44.055572374054314]","[1.875801823201511, 44.13959384019326]",1,2,La Garonne
Le Céret,O5640500,28.467142040180576,"[2.337503398859587, 44.078423889311374]","[2.082732081235294, 44.077101437089105]",1,3,La Garonne
La Vère,O57-0400,53.21992788172777,"[2.137973703334199, 44.00525507488586]","[1.669455797808841, 44.05663786434158]",1,2,La Garonne
Rivière la Lère,O58-0400,45.130643569620034,"[1.715624999661442, 44.32438467371174]","[1.441753686055356, 44.110830211627686]",1,2,La Garonne
Le Lemboulas,O59-0400,56.65982958132236,"[1.600268585387695, 44.309667301315784]","[1.154654493038036, 44.105018147965914]",1,2,La Garonne
La Lupte,O5950500,27.124102709948055,"[1.463700807705563, 44.32234166860783]","[1.252111010944461, 44.15877825450334]",1,3,La Garonne
L'Ayroux,O6000540,26.14701026270531,"[0.887182322268866, 43.915816845988765]","[0.909080571619717, 44.06692723539131]",1,3,La Garonne
Le Gers,O6--0250,175.42020109893227,"[0.389024041684635, 43.09934682355553]","[0.647216788103295, 44.14509011269549]",1,1,La Garonne
La Baïse,O6--0290,187.6289577200665,"[0.345806265470874, 43.08512648031513]","[0.321438854318479, 44.28661258398698]",1,1,La Garonne
La Gélise,O6--0330,92.0161377281685,"[0.177142132798245, 43.68367902542291]","[0.288618171490341, 44.179657043008966]",1,1,La Garonne
La Séoune,O61-0460,64.91480242761462,"[1.264155186588892, 44.40157027260215]","[0.672488294660606, 44.16189183838374]",1,2,La Garonne
Rivière de l'Auroue,O6150500,62.3867176058748,"[0.742168746845584, 43.72724495270355]","[0.762697880231146, 44.1395874973026]",1,2,La Garonne
La Petite Séoune,O6180500,38.409251739915995,"[1.088085272392951, 44.36765128468254]","[0.755133620574774, 44.1841295264058]",1,3,La Garonne
Le Sousson,O62-0400,33.845727916142906,"[0.501969804490802, 43.35838611568192]","[0.580892692745044, 43.61947870660473]",1,3,La Garonne
L'Auvignon,O64-0400,55.67920183676166,"[0.51644963755817, 43.89442108961844]","[0.368528025627931, 44.24084165749879]",1,2,La Garonne
Masse de Prayssas,O6440500,25.873620652745217,"[0.660516524105881, 44.315476918712136]","[0.406553696344586, 44.24589993978243]",1,3,La Garonne
La Baisole,O65-0400,47.39946707773757,"[0.359409298549097, 43.11602415178389]","[0.418683910582767, 43.43555435849841]",1,3,La Garonne
La Petite Baïse,O65-0430,75.01427650539536,"[0.376186273790294, 43.09925715682967]","[0.410015653582728, 43.58788856990147]",1,2,La Garonne
L'Auloue,O66-0400,45.44859174815129,"[0.483400164928103, 43.582141314320275]","[0.375612581248782, 43.88559442934847]",1,3,La Garonne
La Gèle,O6670500,25.735481440102966,"[0.526502296485129, 43.82989191963781]","[0.373333923798764, 43.96591377124217]",1,3,La Garonne
L'Izaute,O67-0400,37.279711736900445,"[0.194804346148099, 43.7709120032253]","[0.125800824290656, 43.99635761662705]",1,3,La Garonne
L'Auzoue,O67-0430,74.28101314757511,"[0.220357522591743, 43.565594656801665]","[0.246413769781258, 44.05653507216001]",1,2,La Garonne
L'Osse,O68-0400,120.27055996583212,"[0.326991295714753, 43.33825479415782]","[0.279962042301358, 44.120797478792056]",1,1,La Garonne
La Guiroue,O68-0430,26.287860313447386,"[0.252931237974952, 43.53698119669248]","[0.307658075497042, 43.73700729160713]",1,3,La Garonne
La Truyère,O7--0250,167.12327439752573,"[3.561858912031733, 44.727015407271544]","[2.562521299833459, 44.643419521364365]",1,1,La Garonne
Le Bramont,O7030500,25.372433705874382,"[3.661125288117506, 44.442840220400576]","[3.452863360438347, 44.47907128906041]",1,3,La Garonne
La Colagne,O71-0400,58.354858908568076,"[3.610845074002811, 44.622254024783636]","[3.245432774800352, 44.490265868065705]",1,2,La Garonne
Boralde de Saint-Chély d'Aubrac,O7240520,25.230431627552708,"[3.023943086028582, 44.59916646678721]","[2.843835013550099, 44.51288790325311]",1,3,La Garonne
Boralde Flaujaguèse,O7250500,29.33315944838019,"[2.909604888114523, 44.66085328729968]","[2.781862923721371, 44.5181391427362]",1,3,La Garonne
La Rimeize,O73-0400,37.282789902635486,"[3.102675764760596, 44.74923750118857]","[3.343124247117007, 44.774346183060246]",1,3,La Garonne
l'ander,O74-0400,36.171049720117225,"[2.880301420397759, 45.078816714305844]","[3.14422525725082, 44.96920939250351]",1,3,La Garonne
Le Bès,O75-0400,66.71370656463706,"[3.076991744043425, 44.56971855020021]","[3.103353455787214, 44.92629591232229]",1,2,La Garonne
Ruisseau de l'Epie,O7630500,27.62256927460875,"[2.783702595454364, 45.04463354625504]","[2.942563848425695, 44.89147474343016]",1,3,La Garonne
Le Brezons,O7680500,28.48031532804372,"[2.767588270758683, 45.052837859095256]","[2.780670434072586, 44.853196624719374]",1,3,La Garonne
Le Goul,O77-0400,51.9778777639551,"[2.726390988284179, 45.01396907150766]","[2.572354165694625, 44.693216092399595]",1,2,La Garonne
La Bromme,O7730500,30.289900755989805,"[2.701648019762395, 44.97186590218841]","[2.678924752029285, 44.76143687545708]",1,3,La Garonne
Le Siniq,O7730620,28.584041048502126,"[2.738977960686356, 45.02733579396543]","[2.683107533343579, 44.82761376321724]",1,3,La Garonne
La Selves,O7780500,44.51380025765465,"[2.929991032001444, 44.701065620724385]","[2.574872449736246, 44.674449242549265]",1,3,La Garonne
Le Selvet,O7780590,25.663245127636806,"[2.874662780202428, 44.728250677603405]","[2.668076664776513, 44.662607004675216]",1,3,La Garonne
Le Dourdou de Conques,O80-0400,83.66192761071812,"[2.857750261091617, 44.48717491011632]","[2.353197793585837, 44.635679054145385]",1,2,La Garonne
Le Célé,O8--0250,104.32922223224652,"[2.376648842605977, 44.74141394787159]","[1.647732971892158, 44.474628974032605]",1,1,La Garonne
Riou Viou,O8130500,25.37088639388623,"[2.355974132671338, 44.458646812026636]","[2.220305914930091, 44.55979399542577]",1,3,La Garonne
La Rance,O82-0400,35.82568113223828,"[2.403688752248863, 44.75989349064479]","[2.190241856099387, 44.6802620102443]",1,3,La Garonne
Le Veyre,O8280500,32.93674950772869895,"[2.128890377105687, 44.835628680303245]","[ 2.122011432092539, 44.6589611677016]",1,3,La Garonne
Le Vert,O8450500,29.37083546540017,"[1.496757479708573, 44.58982034299626]","[1.222140070045156, 44.49869596106254]",1,3, La Garonne
Ruisseau de la Masse,O8450600,24.99994659354192,"[1.165956764433318, 44.671173531563994]","[1.225055241160391, 44.51078725916926]",1,3,La Garonne
La Thèze,O85-0400,26.616492210678334,"[1.166463193934934, 44.62036785709804]","[0.986606066199804, 44.49531359844607]",1,3,La Garonne
La Lémance,O85-0430,34.51912106131342,"[1.06937609368461, 44.69562286373892]","[0.947584867489836, 44.48066881703528]",1,3,La Garonne
Le Boudouyssou,O86-0400,32.02783002330481,"[1.141115707835932, 44.37964655176881]","[0.800893927306817, 44.39464260076131]",1,3,La Garonne
La Lède,O87-0400,54.10839346390275,"[0.939323194569456, 44.61950513130931]","[0.616800936973427, 44.44347547782294]",1,2,La Garonne
Le Tolzac,O90-0400,47.76076620289228,"[0.58530393184444, 44.566734702982075]","[0.269662773585259, 44.41434454428155]",1,3,La Garonne
Le Trec de la Greffière,O90-0430,25.600956801142846,"[0.360180337688221, 44.556241384723826]","[0.1562231959743, 44.498097137683]",1,3,La Garonne
Le Tolzac de Verteuil,O9020500,28.03734703413125,"[0.564508960356077, 44.56735520239648]","[0.38861476082403, 44.440910107059295]",1,3,La Garonne
Le Dropt,O9--0250,132.41272828808022,"[0.957037383988482, 44.68636557008265]","[-0.137595525917715, 44.57768583377374]",1,1,La Garonne
L'Avance,O91-0400,56.44010737403515,"[0.072085733819674, 44.15216364353904]","[0.1046400431816, 44.501468854229515]",1,2,La Garonne
Le Lisos,O91-0430,26.465609720451187,"[-0.004233473486922, 44.372317125530316]","[-0.001137180850118, 44.55176469289887]",1,3,La Garonne
Aqueduc de Budos,O9--3102,28.38063023781302,"[-0.358322289258114, 44.639941523498344]","[-0.567867124626722, 44.796493932740624]",1,3,La Garonne
La Vignague,O9380500,25.43605392586308,"[0.018047221315803, 44.7277582751789]","[-0.081641719430069, 44.61079164877545]",1,3,La Garonne
La Bassanne,O9400500,28.110453525277734,"[-0.075003383370116, 44.42760805465886]","[-0.152566317055817, 44.56551540003833]",1,3,La Garonne
Le Beuve,O94-0400,30.045449541817092,"[-0.236265574032116, 44.4099776824713]","[-0.207251314774567, 44.56599082377688]",1,3,La Garonne
Le Ciron,O95-0400,96.91286925048347,"[-0.045618283044022, 44.0984917657874]","[-0.300797352410417, 44.601615555508594]",1,2,La Garonne
Ruisseau de la Hure,O9580500,32.957698059440034,"[-0.520023456056697, 44.33004228636659]","[-0.380382864112445, 44.48963273819996]",1,3,La Garonne
Le Gat-Mort,O96-0400,36.9616151499191,"[-0.609619441813084, 44.48884740249654]","[-0.436841645788113, 44.704306144893934]",1,3,La Garonne
La Jalle,O97-0400,31.8110000060000,"[-0.772586413000937, 44.79224528636088]","[-0.547675406540236, 44.91675901233464]",1,3,La Garonne
Rio Unyola,O0000530,16.00818681663459,"[0.860550820684804, 42.79590688825465]","[0.897100851658521, 42.706050545437]",1,4,La Garonne
Rio Barrados,O0000630,15.237688654532219,"[0.884844874312591, 42.76935471748285]","[0.75311168803994, 42.73699929070709]",1,4,La Garonne
Rio Toran,O0000700,12.544768976925816,"[0.847526205007703, 42.80383716782358]","[0.730931951133381, 42.836750892565945]",1,4,La Garonne
Ruisseau de Maudan,O0010530,12.199745957969236,"[0.857924864357358, 42.83611558274127]","[0.746406286441198, 42.86707859078229]",1,4,La Garonne
rivière l'one,O0030500,20.949112591788282,"[0.509027281058175, 42.705002096866224]","[0.601258619947787, 42.796728476213296]",1,4,La Garonne
La Neste d'Oueil,O0030700,12.043215228027321,"[0.481109309747546, 42.87388464585032]","[0.561457955246085, 42.80294544651088]",1,4,La Garonne
L'Ourse de Sost,O0070500,12.384046869086662,"[0.524243090113703, 42.874283743934974]","[0.567052121927433, 42.95905605480066]",1,4,La Garonne
Neste de Couplan,O0110500,16.588732089112003,"[0.11372171034309, 42.790968989947075]","[0.227660716485505, 42.789086959876244]",1,4,La Garonne
Neste de Rioumajou,O0120620,15.283570423796387,"[0.312023761187584, 42.68256426173012]","[0.293416198094071, 42.79867806291587]",1,4,La Garonne
ruisseau la mousquère,O0130550,12.839623244216474,"[0.375032678097804, 42.75134520274927]","[0.335810751458508, 42.83861049988973]",1,4,La Garonne
Le Lavedan,O0140500,11.51632866057327,"[0.22889979088013, 42.858889917495844]","[0.344570174651625, 42.86217945431035]",1,4,La Garonne
Ruisseau de Lastie,O0160550,12.061521896920102,"[0.470642603539498, 42.86362208347543]","[0.362027048745662, 42.903180010349175]",1,4,La Garonne
Le Merdan,O0170800,11.021430198467103,"[0.439168309463374, 43.024661257033]","[0.523226790698916, 43.07363612412405]",1,4,La Garonne
Ruisseau de Nistos,O0180500,18.5064252328832,"[0.459185105133626, 42.94334323143582]","[0.530743573200688, 43.06848891253045]",1,4,La Garonne
Le Lavet,O0200520,16.681282161761708,"[0.485441158219733, 43.11006898992249]","[0.653660981175764, 43.11100848642449]",1,4,La Garonne
Ruisseau du Lavet de Derrière,O0200590,14.300754699452154,"[0.449205290269234, 43.102776603585404]","[0.597787938011583, 43.10705250743814]",1,4,La Garonne
Le Job,O02-0430,18.436831134627965,"[0.726412199754396, 42.9376925304703]","[0.758205734053172, 43.06913446174646]",1,4,La Garonne
Le Roussec,O0250550,10.83481820391654,"[0.680451197584569, 43.00098171588989]","[0.733863975563365, 43.05419810155973]",1,4,La Garonne
Le Soumès,O0280530,17.283579054402953,"[0.697981771864393, 43.119001085129106]","[0.880695802255426, 43.10166076562262]",1,4,La Garonne
Le Lanedon,O0290570,10.779646605584595,"[0.584568777078125, 43.12430679993835]","[0.699973976796703, 43.14729372462628]",1,4,La Garonne
Rivière Alet,O0310500,19.61091063626099,"[1.30548610605815, 42.72372334215266]","[1.198224534028945, 42.831548783020864]",1,4,La Garonne
