name,watercourse_code,length,first_point,last_point,is_affluent,classe,river_join
ruisseau de granges,P1760500,10.67954263440922,"[2.53594405456048, 44.87591734696922]","[2.436990241348655, 44.87996247867102]",1,4,La Dordogne
ruisseau de bourdillot,P9130510,12.52902192233242,"[-0.547854439233283, 45.120729279070645]","[-0.472159668472079, 45.078397389772924]",1,4,La Dordogne
ruisseau de loubinoux,P0230500,13.922742162247186,"[2.926259493592863, 45.35486487949989]","[2.792239428629538, 45.357219510416066]",1,4,La Dordogne
ruisseau de l'eau verte,P0620500,21.165212051758594,"[2.835496883851426, 45.51058485872274]","[2.679020129102268, 45.44001168174382]",1,4,La Dordogne
rivière la tialle,P0150500,21.79686676316036,"[2.706633190546214, 45.49893928286265]","[2.499880431433951, 45.446892980226785]",1,4,La Dordogne
ruisseau de brouzelles,P1010530,11.169966926312453,"[2.495148787929042, 45.14067229254187]","[2.401972516752963, 45.15388935937164]",1,4,La Dordogne
ruisseau de la bedaine,P1540500,12.353811303793211,"[2.176531520989882, 45.01176376278473]","[2.095093161493369, 45.05612389339294]",1,4,La Dordogne
ruisseau la germaine,P2350500,14.94896861363677,"[1.367689604923898, 44.73311879678569]","[1.284739289091072, 44.824098779975934]",1,4,La Dordogne
ruisseau des rochers,P3020530,13.06051054383423,"[2.003780764418512, 45.54583114422627]","[1.920901500742664, 45.59350505714902]",1,4,La Dordogne
ruisseau de pérols,P3010670,12.06504333935881,"[2.030700472000241, 45.54001584718426]","[1.972374803137901, 45.59008685777929]",1,4,La Dordogne
rivière la petite vézère,P3010530,20.69187430279776,"[2.060256635901807, 45.61962244870187]","[1.94627514224822, 45.61154517541234]",1,4,La Dordogne
ruisseau le buffebale,P7130520,10.710702970720744,"[0.478551547667485, 45.38140988940161]","[0.504559662843151, 45.333635766993204]",1,4,La Dordogne
ruisseau le roulet,P6060580,11.701239981425468,"[1.120079056569754, 45.49462793720569]","[1.041818327740648, 45.43040488183446]",1,4,La Dordogne
Ruisseau de l'Ourajoux,P24-0430,23.428442523522616,"[1.367211470814292, 44.60913505734703]","[1.29068363745817, 44.707067203396626]",1,4,La Dordogne
Ruisseau de Bléou,P2420500,14.539272796876586,"[1.481913654378544, 44.748824717288265]","[1.354994657430387, 44.70291049464421]",1,4,La Dordogne
Le Francés,P2220510,20.22673890613914,"[1.946175443180154, 44.76384252653549]","[1.795985910925747, 44.735863164796385]",1,4,La Dordogne
La Vallée,P2550500,11.334273502269277,"[1.103866369531039, 44.75697417375906]","[0.999900023509451, 44.81247045357196]",1,4,La Dordogne
La Melve,P2350570,14.437654703676456,"[1.445547236296127, 44.76083261359705]","[1.300452304638098, 44.79737872500376]",1,4,La Dordogne
La Biarque,P2040500,15.50714986939327,"[1.897718800900736, 44.79943944109255]","[1.957806286170963, 44.84891688671305]",1,4,La Dordogne
Ruisseau de l'Engranne,P57-0400,22.484179463462016,"[-0.16482871676936, 44.656864502459534]","[-0.145142717401333, 44.81935555947763]",1,4,La Dordogne
La Gamage,P5660500,13.900254818130033,"[-0.097685880593266, 44.742845384813776]","[-0.10536009703606, 44.82240318950853]",1,4,La Dordogne
La Soulège,P5520500,12.576629260900084,"[0.107716567098054, 44.73749019690808]","[0.113845039300778, 44.819394531713314]",1,4,La Dordogne
La Durèze,P5560500,16.45891542302606,"[0.117189686969061, 44.73258858020401]","[0.075637731428619, 44.81938818110449]",1,4,La Dordogne
La Gravouse,P5500500,10.829503485340291,"[0.226294557370518, 44.7611479736874]","[0.161081078007081, 44.82610306229482]",1,4,La Dordogne
La Gardonnette,P53-0400,24.583743736301066,"[0.517608529305693, 44.76047440314629]","[0.34181729150365, 44.8398919834207]",1,4,La Dordogne
La Conne,P5130500,22.945527715721525,"[0.655333252133268, 44.76634774056158]","[0.50062416495305, 44.83671922404632]",1,4,La Dordogne
Le Couzeau,P5100500,13.755461790334502,"[0.679804454913663, 44.745505577737134]","[0.673706240092172, 44.838209966393954]",1,4,La Dordogne
La Nauze,P25-0400,17.579005557017496,"[1.001902906996992, 44.699493778434174]","[0.972214318283344, 44.825831875163246]",1,4,La Dordogne
Le Tolerme,P2030500,21.11777469647538,"[2.112666227907338, 44.827636170018245]","[1.960460064588484, 44.8509947121429]",1,4,La Dordogne
L'Escouach,P5650520,13.759615666065306,"[0.013609195703733, 44.756845494495614]","[-0.078350401454694, 44.83287727652198]",1,4,La Dordogne
Bras de la Dordogne,P5655001,0.6551051376277279,"[2.350448774188093, 45.32756073833521]","[2.346431825507063, 45.32796508178769]",1,4,La Dordogne
Le Seignal,P54-0430,21.934012484332143,"[0.341179076726802, 44.723134430560826]","[0.241623954976976, 44.85702937599512]",1,4,La Dordogne
Le Moiron,P5460500,14.096689310232492,"[0.32969179228718, 44.79472187981649]","[0.251697306460559, 44.85148844671699]",1,4,La Dordogne
Ruisseau de Tournefeuille,P2330500,14.584374628251314,"[1.469514447160253, 44.77109758535315]","[1.411374296732324, 44.872880631569046]",1,4,La Dordogne
Le Cayla,P2030610,19.17715888124583,"[2.121610680960481, 44.838366994131256]","[1.968672748330466, 44.851877191129496]",1,4,La Dordogne
Ruisseau de Roannes,P1780500,20.127057402450745,"[2.438021485585323, 44.785294842045595]","[2.332821045589331, 44.88050110175837]",1,4,La Dordogne
L'Estrop,P5540500,17.788491863173682,"[0.219647402287919, 44.87881687978775]","[0.095743737903301, 44.83291167730911]",1,4,La Dordogne
Le Mamoul,P2000500,24.0945326718398,"[2.027463888550142, 44.90554918660696]","[1.797199231026206, 44.89885298730996]",1,4,La Dordogne
Le Gestas,P9010500,19.327791147759854,"[-0.303994859240904, 44.78630490377112]","[-0.312567497662574, 44.90328263335502]",1,4,La Dordogne
La Gouyne,P5310500,10.204634160213505,"[0.430428129079266, 44.90066069179047]","[0.400752646552251, 44.85174784171245]",1,4,La Dordogne
Ruisseau de la Ressègue,P1920570,12.766516149328206,"[2.162688022494312, 44.869344457099416]","[2.078560488534128, 44.93249380867706]",1,4,La Dordogne
Ruisseau du Pontal,P1850500,13.334672905151164,"[2.155680659267038, 44.92359893391632]","[2.219281676509593, 44.944553433903906]",1,4,La Dordogne
La Laurence,P9030550,14.337850242364162,"[1.046621884555699, 45.130778566471555]","[1.175560631972997, 45.07166656394261]",1,4,La Dordogne
Ruisseau de Marmelet,P5250500,13.389748746886072,"[0.496519131787687, 44.94912381064146]","[0.453848861680513, 44.84767220791522]",1,4,La Dordogne
La Petite Beune,P4260500,11.743275927215811,"[1.157126213404413, 44.92546735952441]","[1.044366931003192, 44.94608485724262]",1,4,La Dordogne
Ruisseau d'Enéa,P2370500,16.004033043450686,"[1.233082554820578, 44.941157132771735]","[1.259350194289556, 44.842906590411914]",1,4,La Dordogne
Bras de la Sourdoire,P2125001,1.81148454064424044,"[1.709534260371597, 44.95056139661244]","[1.691158367745285,  44.94474378843111]",1,4,La Dordogne
Ruisseau d'Auze,P1870500,14.742486238719524,"[2.340036107522123, 44.952531718810164]","[2.216604294980769, 44.95287956094235]",1,4,La Dordogne
La Barbanne,P8400500,23.467717418404867,"[-0.043769444645659, 44.93162394432647]","[-0.243770059861942, 44.93045107837632]",1,4,La Dordogne
Le Tord,P5600560,11.471668506047697,"[0.292526751195599, 44.95802926580925]","[0.190540108024249, 44.93512220539568]",1,4,La Dordogne
L'Eyraud,P54-0400,21.009980989786417,"[0.467624130634026, 44.96297168604282]","[0.34181729150365, 44.8398919834207]",1,4,La Dordogne
Le Palsou,P2070500,13.938108922409127,"[1.808162192164081, 44.98920740404428]","[1.707079792195803, 44.93799908932395]",1,4,La Dordogne
Bras de la Dordogne,P1635001,1.78315205334986584,"[1.829849436867112, 44.99493137319869]","[1.830016179723414, 44.983543972846334]",1,4,La Dordogne
Ruisseau d'Orgues,P1950500,11.039161875970414,"[1.971770241662205, 44.98345502380969]","[1.886585516248377, 44.94882482820843]",1,4,La Dordogne
Ruisseau d'Escalmels,P19-0400,24.652959504860213,"[2.127529885818002, 44.844358938682234]","[2.008200787177685, 44.976274273895974]",1,4,La Dordogne
Ruisseau du Meyrou,P1430530,15.52844483588589,"[2.390826557943763, 44.9851898018021]","[2.266853517667942, 45.00470754187323]",1,4,La Dordogne
Ruisseau de Mamou,P1720500,15.336147146012244,"[2.568656640189619, 44.98568996731997]","[2.452594307225207, 44.90113878956479]",1,4,La Dordogne
Ruisseau de Giou,P1720510,10.782511885071857,"[2.568963794523262, 44.98353023577508]","[2.492366364641363, 44.93128658441595]",1,4,La Dordogne
Ruisseau de Lavie,P8160500,14.72253592182287,"[-0.076370103927061, 44.944641745407175]","[-0.21984480225555, 44.98481553712043]",1,4,La Dordogne
La Grande Beune,P42-0400,22.776157405344897,"[1.224196946572571, 45.01580559948341]","[1.012576939651609, 44.93412160692783]",1,4,La Dordogne
La Borrèze,P2310500,22.11513960026319,"[1.339229757937992, 45.00312890826057]","[1.4513660356518, 44.894113379242995]",1,4,La Dordogne
Ruisseau de Deyroux,P1950530,12.09898125844499,"[2.004195931152553, 44.99961309931823]","[1.915506036051264, 44.97866705086158]",1,4,La Dordogne
Ruisseau de Branugues,P1900530,10.079746580046157,"[2.180720472930793, 45.01037560155524]","[2.200943150952172, 44.95987685810701]",1,4,La Dordogne
Ruisseau de Braulle,P1430580,20.047608009406407,"[2.423533441126982, 45.029847450876034]","[2.277367286127294, 45.01447376662335]",1,4,La Dordogne
Le Palais,P81-0400,31.08941758854988,"[-0.041543529558105, 45.34110721162657]","[-0.161838537240453, 45.14096297273728]",1,4,La Dordogne
Le Galant,P6650520,10.498981325938876,"[0.083933861844899, 44.94241518590046]","[0.071779091624326, 45.01585681902826]",1,4,La Dordogne
La Beauronne,P6570500,28.1428883273578,"[0.837420278261232, 45.34131327114302]","[0.675057023872255, 45.18968158529265]",1,4,La Dordogne
Le Martarieux,P6570520,13.558487033023358,"[0.312252634313764, 44.95018645522746]","[0.281515576451021, 45.0278213488878]",1,4,La Dordogne
Ruisseau de Manaurie,P4230500,15.407465292266284,"[0.959944506149057, 45.04900980261649]","[1.008050979473416, 44.95184365956126]",1,4,La Dordogne
Ruisseau du Cayrou,P1530550,11.730624183919527,"[2.20186076758781, 45.02529976458697]","[2.102047499633406, 45.062210461908585]",1,4,La Dordogne
La Soulane,P1440500,18.794738416230132,"[2.419555833209227, 45.04253424362317]","[2.27601001732112, 45.037374304870696]",1,4,La Dordogne
Ruisseau de Cautrunes,P1810630,14.381700596728106,"[2.523883293102465, 45.041022093121114]","[2.414150953014094, 44.9871545677712]",1,4,La Dordogne
La Chironde,P4130510,15.398364069737845,"[1.270621910001434, 44.96719873876222]","[1.270674450329685, 45.08242818612234]",1,4,La Dordogne
Le Maumont,P2120590,14.615370872706816,"[1.69487334850973, 45.068631302821196]","[1.70927802181897, 44.95078534388585]",1,4,La Dordogne
Ruisseau de la Virvée,P9050500,17.14660564569673,"[-0.384539125664881, 45.068356535077505]","[-0.454889620314055, 44.9535582991858]",1,4,La Dordogne
Ruisseau de Courbarieu,P6660550,10.751580395218173,"[0.030276714476155, 45.076932906984496]","[-0.030708613994541, 45.02691650422368]",1,4,La Dordogne
Ruisseau de Saint-Geyrac,P6420500,20.349532826667065,"[1.009914836497792, 45.101566093106214]","[0.81370316831993, 45.13614767380925]",1,4,La Dordogne
Le Thonac,P4170500,11.489680176680158,"[1.06160636931546, 45.102549901568096]","[1.113601697954444, 45.019776345015956]",1,4,La Dordogne
Le Vimont,P4210500,12.665411040383498,"[1.030638147090359, 45.09000826693883]","[1.055674077122909, 44.99103507599707]",1,4,La Dordogne
Le Coly,P4130500,10.128315126901295,"[1.292237656837041, 45.06674619331255]","[1.228600588112461, 45.11771216860063]",1,4,La Dordogne
La Couze,P4010500,17.16715722324378,"[1.563978957522408, 45.089925519161426]","[1.41315127302755, 45.12495350569147]",1,4,La Dordogne
La Ménoire,P1630500,15.167035309434283,"[1.780940240638602, 45.10412517808199]","[1.824057541847148, 44.99063179205129]",1,4,La Dordogne
Ruisseau de Combejean,P1600560,11.02193007784306,"[1.842473375961355, 45.11511241605886]","[1.891161158204828, 45.04670222599827]",1,4,La Dordogne
Le Gourdaloup,P1550530,10.057456035382476,"[2.136663465528235, 45.11383131302551]","[2.065958472442754, 45.07099752369888]",1,4,La Dordogne
L'Aspre,P1400570,14.650371354203523,"[2.637897947426895, 45.112536120713514]","[2.484486746041694, 45.12210180502399]",1,4,La Dordogne
Le Farganaud,P6590500,14.546131606141007,"[0.272576890588796, 45.113625175000365]","[0.236617028916812, 45.02660937669997]",1,4,La Dordogne
Le Grolet,P6560500,14.312435778319301,"[0.324761757111274, 45.12614674192849]","[0.299575178680772, 45.03952864137231]",1,4,La Dordogne
La Laurence,P4150500,14.337850242364162,"[1.046621884555699, 45.130778566471555]","[1.175560631972997, 45.07166656394261]",1,4,La Dordogne
Le Riou Tort,P1520650,12.7975420202428323,"[2.229370188651544, 45.14409471556516]","[2.139988155792236, 45.0864373441193]",1,4,La Dordogne
Ruisseau de Graviange,P8260500,11.127947346937864,"[-0.24636679067209, 45.129712581224034]","[-0.334580457895298, 45.07037194595984]",1,4,La Dordogne
La Petite Duche,P6630500,16.47184232053308,"[0.144567366574769, 45.145707823854075]","[0.108726411886274, 45.038625893844234]",1,4,La Dordogne
La Duche,P66-0400,24.57023998806122,"[0.190154125142815, 45.15100739709809]","[0.086410079330245, 45.02645002657855]",1,4,La Dordogne
Le Cerf,P6460530,15.356812246396075,"[0.758967261678375, 45.13388938287028]","[0.590036001282097, 45.16850153841885]",1,4,La Dordogne
La Loyre,P3910540,45.301301047350435,"[1.483562349485832, 45.454630952653474]","[1.461012691480971, 45.19240690618733]",1,4,La Dordogne
La Roanne,P38-0400,20.97938557747536,"[1.785594849240139, 45.12276966279813]","[1.639234931510926, 45.18101193639446]",1,4,La Dordogne
La Glane de Servières,P1230500,14.879022911407432,"[2.114926901455599, 45.14897072131363]","[2.00229598965936, 45.13223507604234]",1,4,La Dordogne
La Glane Dancèze,P1560500,18.04490806658402,"[2.131922769247375, 45.15943797007721]","[2.033785056916757, 45.079054243545805]",1,4,La Dordogne
La Sionne,P1010520,15.050591996600996,"[2.5026152765481, 45.15087074090539]","[2.346915437638189, 45.17600086528514]",1,4,La Dordogne
Le Monzola,P1000520,10.661318153256259,"[2.509620256770797, 45.175966999906635]","[2.399657898374851, 45.186913159566906]",1,4,La Dordogne
Le Moron,P91-0400,24.47662450338633,"[-0.427367648996669, 45.142292717740425]","[-0.523006786100252, 45.01631909958545]",1,4,La Dordogne
Le Goulor,P7460500,10.721175734884401,"[-0.118139878280346, 45.167956250004764]","[-0.057158119578552, 45.09906401431087]",1,4,La Dordogne
Le Chalaure,P7450500,19.81226897932536,"[0.126171504636251, 45.167993879951915]","[-0.044171237210873, 45.09874014413416]",1,4,La Dordogne
La Beauronne,P6510500,28.1428883273578,"[0.837420278261232, 45.34131327114302]","[0.675057023872255, 45.18968158529265]",1,4,La Dordogne
Le Cern,P41-0400,13.634239284943622,"[1.112194612685274, 45.177332023166066]","[1.229809889786449, 45.12403127532859]",1,4,La Dordogne
Le Coiroux,P3830500,11.376700727340268,"[1.762278789250619, 45.185467842748885]","[1.655677723018107, 45.162708559820445]",1,4,La Dordogne
La Franche Valeine,P1370510,14.980846218217874,"[1.791828793641764, 45.19586386509057]","[1.876095072739419, 45.145257372014115]",1,4,La Dordogne
La Souvigne,P13-0430,18.102235016030107,"[1.877947670235242, 45.20869413928868]","[1.927997303796091, 45.08804252559169]",1,4,La Dordogne
Le Meudon,P8240500,15.32700054441806,"[-0.275833408280479, 45.20189912634414]","[-0.371845529494335, 45.0988106819064]",1,4,La Dordogne
Le Salembre,P6470580,16.955840180362618,"[0.520978465922665, 45.20241417784685]","[0.445156383542825, 45.097069477072864]",1,4,La Dordogne
La Soue,P6370510,11.885226744887838,"[1.127756415422336, 45.212184422768544]","[1.001674567064865, 45.20356234711916]",1,4,La Dordogne
Le Taravellou,P4100520,10.502168509272073,"[1.18695027804698, 45.21908371274833]","[1.173813879381639, 45.146785652426544]",1,4,La Dordogne
La Logne,P4030500,14.851854663307865,"[1.351593034598102, 45.23629213919659]","[1.351986788001495, 45.14159214420545]",1,4,La Dordogne
La Saye de Melon,P8220500,11.767526519446008,"[-0.411321395188606, 45.23499791413898]","[-0.383521051633789, 45.14319561292578]",1,4,La Dordogne
La Coudrelle,P8210500,10.015178716143783,"[-0.273593481594652, 45.22218678010268]","[-0.35943107955966, 45.17778848460984]",1,4,La Dordogne
L'Elle,P40-0400,19.476359701314984,"[1.328304807091921,  45.242525264033624]","[1.272088726072776, 45.13063395255204]",1,4,La Dordogne
Ruisseau de Varleix,P0840580,11.398992525935766,"[2.580836435043028, 45.232839420335495]","[2.466296617096978, 45.2561409498617]",1,4,La Dordogne
Le Lemmet,P0330500,14.436032127332131,"[2.751563087367915, 45.16667387884338]","[2.800259469549734, 45.260244758924514]",1,4,La Dordogne
La Mame,P7410500,12.138846872653891,"[-0.053686964890406, 45.245402081781755]","[-0.013642929393414, 45.171963090446184]",1,4,La Dordogne
La Peychay,P7160500,10.5400610410168,"[0.445619871129793, 45.19819667859802]","[0.370591094707201, 45.25832668595946]",1,4,La Dordogne
La Donzelle,P7140500,10.284481384943073,"[0.601724594531721, 45.24391552721952]","[0.537547836135288, 45.28185791079373]",1,4,La Dordogne
La Lourde,P6350500,12.81343744991919,"[1.233723120927317, 45.24005176820477]","[1.102866915831689, 45.284632848265225]",1,4,La Dordogne
Le Maumont Noir,P3940560,11.959534779781098,"[1.636265081578137, 45.28541005845947]","[1.545005391779342, 45.23367339700743]",1,4,La Dordogne
La Couze,P3900520,17.16715722324378,"[1.563978957522408, 45.089925519161426]","[1.41315127302755, 45.12495350569147]",1,4,La Dordogne
Le Labiou,P0950500,18.913209676063357,"[2.409292604264208, 45.21080021215355]","[2.275938164858704, 45.28822276548905]",1,4,La Dordogne
Le Marilhou,P08-0430,24.601977111791317,"[2.612239911665953, 45.195694671897336]","[2.399781797584164, 45.297398576113125]",1,4,La Dordogne
Le Marderet,P0850500,13.967487774890131,"[2.548120336888261, 45.27068815125838]","[2.40946630153378, 45.29527909800481]",1,4,La Dordogne
Ruisseau du Cheylat,P0800530,16.462060195596703,"[2.623830272248088, 45.18338584807551]","[2.595561858585071, 45.29223198961198]",1,4,La Dordogne
Le Mouzon,P8070500,63.24831864668741,"[5.873447953990634, 48.11960735430593]","[5.684717841286123, 48.3550097605922]",1,4,La Dordogne
La Poussonne,P8050500,10.39664891604672,"[-0.038174080760772, 45.30386489900484]","[-0.111473656726001, 45.25604314565414]",1,4,La Dordogne
L'Argentonne,P7380500,10.926937810592841,"[-0.020510996540573, 45.29909173501402]","[0.031278249974264, 45.230014972091304]",1,4,La Dordogne
Le Dalon,P6330500,17.521784682157172,"[1.285131877546758, 45.260145135164656]","[1.139722145894204, 45.314257729620664]",1,4,La Dordogne
Le Roseix,P32-0430,15.367085265298838,"[1.280478621408377, 45.319893015497115]","[1.406837265507928, 45.25024504674966]",1,4,La Dordogne
Le Clan,P3960500,18.13885854496559,"[1.549211800151038, 45.3230086011388]","[1.490782119561054, 45.19253856818753]",1,4,La Dordogne
Ruisseau de Sombre,P1200510,13.125194595964668,"[2.068264546397987, 45.30048134312234]","[2.116521365331034, 45.23089676099994]",1,4,La Dordogne
Ruisseau de Vasséjoux,P1180580,10.1112283319987,"[2.110254119537458, 45.3187916595856]","[2.173210394358244, 45.26607913115238]",1,4,La Dordogne
Le Violon,P0820500,15.169837479229804,"[2.582269085880186, 45.240122134495174]","[2.523249802273178, 45.34239351094146]",1,4,La Dordogne
La Véronne,P0550500,19.66292388858413,"[2.663673375843807, 45.16456538228056]","[2.66789632396212, 45.3146742241735]",1,4,La Dordogne
La Grolle,P0530500,21.106198852809037,"[2.741959731014159, 45.16580119694155]","[2.694664757133922, 45.30379652763882]",1,4,La Dordogne
L'Euche,P7130500,12.198946021002888,"[0.43783428886656, 45.33922186212151]","[0.535859729261982, 45.301680515639845]",1,4,La Dordogne
La Céronne,P35-0430,14.50820983636783,"[1.725625453025751, 45.35694435594333]","[1.753203557144547, 45.259870927028906]",1,4,La Dordogne
Le Bonjon,P0250500,18.733406745788606,"[2.952602283577705, 45.330162804787605]","[2.763773174328068, 45.33919640850696]",1,4,La Dordogne
La Viveronne,P7370500,11.449863877457362,"[-0.033117221522859, 45.33952287071459]","[0.038178231823445, 45.26944124303837]",1,4,La Dordogne
Ruisseau du Mayne,P3240500,18.04320827114892,"[1.373506075174393, 45.373528780035315]","[1.395053193913218, 45.25509198741689]",1,4,La Dordogne
Ruisseau du Pont Aubert,P0970500,17.596041516042096,"[2.231387839656531, 45.36012097901161]","[2.218752367558355, 45.23609126709545]",1,4,La Dordogne
Le Soulou,P0670500,13.458707187661393,"[2.644798755156393, 45.32495127608753]","[2.506125728366976, 45.37837752942871]",1,4,La Dordogne
L'Auzonne,P7300510,12.87494191872118,"[0.207610752576005, 45.374000353904506]","[0.224571831484756, 45.29190931240651]",1,4,La Dordogne
La Sauvanie,P7270500,14.568269703905903,"[0.372339495546679, 45.375225068328135]","[0.266539216706972, 45.29774434309638]",1,4,La Dordogne
Le Ravillou,P6140500,13.118174302231669,"[1.041262478472763, 45.38595124929696]","[0.988248583486199, 45.31305634501861]",1,4,La Dordogne
Ruisseau des Belles-Dames,P6300500,12.797194229474647,"[1.343270159373401, 45.397510392101246]","[1.240036718804362, 45.38709558335648]",1,4,La Dordogne
La Pude,P7250500,19.730422937336755,"[0.439356894911618, 45.41287570459433]","[0.256967625850751, 45.35306387416497]",1,4,La Dordogne
Le Lavaud,P6060500,11.690616247169713,"[1.069322592850452, 45.4039537649351]","[0.977449471847316, 45.42374599829894]",1,4,La Dordogne
Ruisseau d'Egletons,P1130500,13.033720567999792,"[1.996222694270479, 45.45319111846601]","[2.08025057959117, 45.415002723117695]",1,4,La Dordogne
Le Tact,P0640500,13.978717378507321,"[2.682751715747145, 45.4338820188009]","[2.558316590020694, 45.4061299039739]",1,4,La Dordogne
Le Taurons,P0430500,13.648388888436989,"[2.751910016268216, 45.42100682750047]","[2.671401417096587, 45.359149788717474]",1,4,La Dordogne
Le Boulou,P7110500,23.923958244719543,"[0.679128383282909, 45.463082847949025]","[0.561988453305724, 45.318728174473584]",1,4,La Dordogne
La Haute-Loue,P6120500,18.58275687872657,"[1.226900826610471, 45.45318329495678]","[1.089920751223547, 45.36842222179704]",1,4,La Dordogne
La Madrange,P3110500,21.167468180019092,"[1.846110312543539, 45.480294347980646]","[1.653628616639125, 45.44518596440653]",1,4,La Dordogne
La Vimbelle,P34-0400,22.46179060575157,"[1.854325698252093, 45.44749375650003]","[1.794006712565459, 45.31796666951163]",1,4,La Dordogne
La Belle,P7210500,15.576849840925048,"[0.560067545184019, 45.42759636035133]","[0.421664682193712, 45.48478948389603]",1,4,La Dordogne
Le Trincou,P7080500,16.54080872840612,"[0.797543184710568, 45.48119926219919]","[0.698983064232819, 45.369120017968754]",1,4,La Dordogne
Ruisseau de la Penchennerie,P6240500,10.380365400350863,"[1.336522997950329, 45.47756727686673]","[1.273953577565029, 45.42602058157432]",1,4,La Dordogne
Ruisseau de Boulou,P3080500,12.404686580205828,"[1.818779546997657, 45.50374177354362]","[1.709683158966322, 45.50048412973708]",1,4,La Dordogne
La Douyge,P3410500,16.162144296701758,"[1.868045265256859, 45.48754116016942]","[1.795066455964036, 45.397381578009295]",1,4,La Dordogne
Ruisseau de l'Artaude,P0780510,14.734014136420889,"[2.276543536005903, 45.50173565715779]","[2.355067628254097, 45.415072633767124]",1,4,La Dordogne
La Panouille,P0150550,12.76264544178688,"[2.628735943943213, 45.500923908230334]","[2.524685693364128, 45.450317282889955]",1,4,La Dordogne
La Dadalouze,P3310500,12.88820527980669,"[2.049900535206453, 45.528371110839046]","[1.963247016790744, 45.47179715744212]",1,4,La Dordogne
Le Lys,P0170500,17.327908071915026,"[2.426824935935526, 45.517325482197016]","[2.4910020368836, 45.42540457055644]",1,4,La Dordogne
Le Rigaud,P0120530,12.608298555141177,"[2.63011387099916, 45.51936304185583]","[2.513566843861542, 45.490953329357595]",1,4,La Dordogne
La Gagne,P0110570,13.932378962454276,"[2.786356786789497, 45.525592244527274]","[2.668804614882523, 45.52663177891937]",1,4,La Dordogne
La Queue d'Ane,P7060500,18.5974868689941,"[0.879233006359562, 45.55562899458728]","[0.846320994624284, 45.427379367629214]",1,4,La Dordogne
Le Touroulet,P7040500,16.956430115559392,"[0.976049061982471, 45.54825633670748]","[0.890830739853256, 45.44780492011675]",1,4,La Dordogne
La Rochille,P6040570,10.461752977193996,"[1.018042666683038, 45.529909822235474]","[0.988454517361215, 45.457170029625715]",1,4,La Dordogne
Ruisseau des Forges,P3160500,26.953255588767302,"[-0.881332453991887, 44.304847600941656]","[-1.176392744309153, 44.34320144442784]",1,4,La Dordogne
Ruisseau d'Alembre,P3030590,11.02008338356027,"[1.872452884892219, 45.49570134672316]","[1.803093503767771, 45.54003895883941]",1,4,La Dordogne
La Corrèze de Pradines,P3330500,18.657970612318753,"[1.955039541122214, 45.54000767006715]","[1.92162238755561, 45.45536705983835]",1,4,La Dordogne
Ruisseau d'Ambrugeat,P1100550,10.053903255496804,"[2.073948015886043, 45.55829853903841]","[2.136628733827277, 45.507509916027544]",1,4,La Dordogne
La Mortagne,P0020500,17.4852726789461,"[2.704593668135125, 45.562677782455694]","[2.519792613362148, 45.55598713604537]",1,4,La Dordogne
Le Burandou,P0110650,11.277512768999264,"[2.741749866807931, 45.5514925979387]","[2.614664576432939, 45.53928377319148]",1,4,La Dordogne
La Valentine,P6270500,12.304822167892802,"[1.301613973892089, 45.57480399890544]","[1.314501681256823, 45.492707709060845]",1,4,La Dordogne
Le Ganaveix,P3140560,16.911215919707693,"[1.606457606484976, 45.571605453933685]","[1.601975351075613, 45.46105127577394]",1,4,La Dordogne
Ruisseau de la Cassière,P3060520,10.295265734766032,"[1.808909964533534, 45.585789705690914]","[1.735594050933643, 45.54111070528351]",1,4,La Dordogne
Ruisseau des Maisons,P3010570,10.847424267041074,"[2.100947110239002, 45.57833126526396]","[2.017325781190329, 45.59463203313427]",1,4,La Dordogne
La Gane,P0760500,19.004825416282962,"[2.365565737020186, 45.59216286403998]","[2.361086666805952, 45.45528418004722]",1,4,La Dordogne
Le Beautourne,P0020530,11.031087036735105,"[2.673358460374868, 45.580912574811734]","[2.57220272836601, 45.56407629335621]",1,4,La Dordogne
Le Coly,P7030520,10.128315126901295,"[1.292237656837041, 45.06674619331255]","[1.228600588112461, 45.11771216860063]",1,4,La Dordogne
La Valouse,P6040500,23.80120894422434,"[1.014195686021427, 45.60499490638138]","[0.98411776788659, 45.45414851106926]",1,4,La Dordogne
Le Ruisseau Noir,P6010500,10.791502987884146,"[2.099388638866578, 44.781628773802744]","[2.131542284370702, 44.70942552310525]",1,4,La Dordogne
Ruisseau de la Loubière,P0080530,11.4437211407127688,"[2.747701007307557, 45.60270649726538]","[2.629710831657885, 45.636812885456351]",1,4,La Dordogne
Le Crassat,P6000690,11.344722407112839,"[1.1870350276264, 45.655176046405295]","[1.174739125682039, 45.572047246691824]",1,4,La Dordogne
Ruisseau de la Barricade,P0090570,11.859927977902775,"[2.400766520850412, 45.6705981871482]","[2.465408620289718, 45.601089703699316]",1,4,La Dordogne
Ruisseau de Feyt,P0060620,15.92250817134192,"[2.364144164988652, 45.70201080780454]","[2.508650827203449, 45.70017429592454]",1,4,La Dordogne
Ruisseau de Cornes,P0070540,11.459786837715194,"[2.628526849737515, 45.70406681112313]","[2.527703518866871, 45.65929922354746]",1,4,La Dordogne
La Liège,P0720500,24.084329318027965,"[2.182400136512797, 45.723814071876035]","[2.252588843610455, 45.604413750550606]",1,4,La Dordogne
