Date,O919001001,O200001001,V504661001,O180405201,O153291001,O353401001,O375401001,O323000401,O546431001,O819000201,O582000101,Q066402002,O612501001,O605401001,O633251001,O650251001,K216311001,O701581001,P171291001,O839431001,P257401001,Q224291001,65017400,48198001,65258001_x,65258001_y,31451001,65258001,11221004,65125001,12216001
2023-09-14,147045.0,45698.0,389.0,0.0,2760.0,2448.0,30.0,,214.0,3.0,47.0,341.0,,1771.0,1250.0,1056.0,104.0,48.0,208.0,272.0,209.0,447.0,,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.2
2023-09-15,129766.0,45270.0,302.0,0.0,2827.0,2305.0,29.0,,142.0,3.0,42.0,327.0,,1863.0,1276.0,1908.0,106.0,44.0,167.0,260.0,208.0,304.0,,55.6,34.9,34.9,0.4,34.9,1.0,43.3,0.2
2023-09-16,105076.0,47995.0,2616.0,0.0,2940.0,2299.0,30.0,,131.0,3.0,41.0,1712.0,,1828.0,1596.0,,409.0,177.0,169.0,255.0,206.0,216.0,,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-17,128878.0,46744.0,1442.0,0.0,2866.0,2322.0,27.0,,128.0,3.0,37.0,462.0,,1681.0,1804.0,1432.0,207.0,105.0,233.0,295.0,212.0,288.0,,6.5,1.4,1.4,0.8,1.4,0.0,1.2,15.4
2023-09-18,129276.0,46962.0,830.0,0.0,2851.0,2369.0,27.0,5.0,202.0,9.0,59.0,264.0,,1649.0,1990.0,1392.0,448.0,173.0,386.0,298.0,211.0,229.0,,3.0,0.0,0.0,0.0,0.0,1.8,0.2,0.6
2023-09-19,211596.0,49583.0,613.0,0.0,2828.0,2317.0,33.0,,150.0,14.0,50.0,187.0,,1667.0,1260.0,1265.0,199.0,102.0,393.0,271.0,209.0,168.0,,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.2
2023-09-20,181148.0,44186.0,529.0,0.0,2905.0,2416.0,33.0,,134.0,6.0,46.0,173.0,,1645.0,1173.0,926.0,164.0,74.0,281.0,267.0,210.0,135.0,,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-21,121026.0,44615.0,571.0,0.0,2962.0,2266.0,32.0,,137.0,5.0,51.0,279.0,,1693.0,1365.0,845.0,153.0,61.0,241.0,300.0,222.0,117.0,,3.2,9.0,9.0,3.8,9.0,1.0,8.6,6.2
2023-09-22,121108.0,50889.0,524.0,0.0,2991.0,2310.0,33.0,,148.0,5.0,53.0,321.0,,1675.0,1841.0,1144.0,177.0,47.0,423.0,316.0,220.0,168.0,,1.0,1.2,1.2,0.2,1.2,0.2,1.8,6.8
2023-09-23,116532.0,51987.0,515.0,0.0,2932.0,2304.0,33.0,,159.0,4.0,43.0,377.0,,1662.0,1664.0,1139.0,182.0,55.0,551.0,296.0,215.0,329.0,,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.2
2023-09-24,124916.0,49117.0,449.0,0.0,2903.0,2287.0,31.0,,157.0,3.0,29.0,266.0,,1618.0,1536.0,934.0,157.0,44.0,355.0,283.0,212.0,271.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2023-09-25,108308.0,47369.0,412.0,0.0,2972.0,2280.0,30.0,,149.0,3.0,50.0,237.0,,1614.0,1488.0,853.0,141.0,39.0,277.0,276.0,210.0,211.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2023-09-26,99387.0,46538.0,382.0,0.0,2917.0,2249.0,30.0,,143.0,3.0,46.0,228.0,,1617.0,1537.0,831.0,129.0,36.0,236.0,274.0,208.0,167.0,,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.2
2023-09-27,108203.0,44974.0,358.0,0.0,2940.0,2224.0,32.0,,137.0,3.0,42.0,238.0,,1625.0,1258.0,,122.0,37.0,212.0,273.0,216.0,141.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-28,116637.0,45351.0,328.0,0.0,2994.0,2210.0,31.0,,130.0,2.0,44.0,241.0,,1748.0,1276.0,,118.0,37.0,197.0,269.0,215.0,125.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2023-09-29,126518.0,48205.0,308.0,0.0,3025.0,2207.0,29.0,,127.0,3.0,48.0,266.0,,1772.0,1123.0,,115.0,38.0,192.0,265.0,207.0,117.0,,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.2
2023-09-30,120865.0,47702.0,288.0,0.0,3013.0,2204.0,28.0,,126.0,3.0,41.0,265.0,,1786.0,1277.0,,112.0,38.0,186.0,266.0,218.0,112.0,,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.2
2023-10-01,118426.0,45808.0,273.0,0.0,2930.0,2202.0,27.0,,129.0,2.0,,242.0,,1682.0,1390.0,,108.0,37.0,192.0,266.0,212.0,105.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-02,117561.0,44398.0,257.0,0.0,2961.0,2202.0,26.0,,125.0,2.0,,230.0,,1669.0,1302.0,,106.0,35.0,198.0,265.0,213.0,97.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03,117473.0,44857.0,248.0,0.0,2979.0,2210.0,24.0,,126.0,3.0,,220.0,,1667.0,1483.0,,106.0,39.0,205.0,265.0,212.0,87.0,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
2023-10-04,106599.0,44001.0,260.0,0.0,2997.0,2218.0,24.0,,136.0,2.0,,244.0,,1741.0,1452.0,,107.0,41.0,222.0,268.0,215.0,85.0,,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.4
2023-10-05,93906.0,42257.0,242.0,0.0,2983.0,2204.0,24.0,,138.0,2.0,,237.0,,1733.0,1475.0,686.0,107.0,36.0,218.0,269.0,216.0,85.0,,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0
2023-10-06,94466.0,43192.0,229.0,0.0,2968.0,2203.0,22.0,,142.0,2.0,,232.0,,1731.0,1529.0,,104.0,36.0,209.0,266.0,218.0,82.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2023-10-07,124317.0,41918.0,226.0,0.0,2954.0,2201.0,22.0,,137.0,2.0,,234.0,,1736.0,1750.0,,102.0,36.0,200.0,265.0,219.0,80.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2023-10-08,121554.0,41118.0,221.0,0.0,2956.0,2198.0,21.0,,144.0,2.0,,225.0,,1742.0,1509.0,,99.0,38.0,190.0,260.0,215.0,76.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-09,94094.0,40649.0,221.0,0.0,2962.0,2199.0,20.0,,122.0,2.0,,224.0,,1740.0,1754.0,,97.0,38.0,181.0,256.0,218.0,74.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2023-10-10,89452.0,40941.0,220.0,0.0,2942.0,2187.0,20.0,,100.0,2.0,,220.0,,1732.0,1659.0,,96.0,38.0,183.0,258.0,205.0,71.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2023-10-11,111517.0,40754.0,220.0,0.0,2933.0,2153.0,20.0,,88.0,2.0,,218.0,,1741.0,1799.0,,96.0,39.0,188.0,259.0,212.0,107.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-12,109570.0,41087.0,226.0,0.0,2582.0,2164.0,19.0,,89.0,2.0,,214.0,,1766.0,1614.0,779.0,96.0,39.0,192.0,259.0,211.0,86.0,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
2023-10-13,127521.0,40234.0,231.0,0.0,2451.0,2160.0,17.0,,89.0,1.0,,213.0,,1738.0,1388.0,746.0,97.0,42.0,198.0,262.0,211.0,72.0,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6
2023-10-14,156090.0,40949.0,233.0,0.0,2272.0,2167.0,17.0,,101.0,2.0,,213.0,,1745.0,1691.0,798.0,102.0,48.0,223.0,266.0,221.0,60.0,,0.0,14.9,14.9,0.0,14.9,0.0,8.4,4.6
2023-10-15,105123.0,42056.0,245.0,0.0,2333.0,2294.0,16.0,,121.0,2.0,,234.0,,1747.0,1537.0,1089.0,111.0,52.0,249.0,268.0,209.0,56.0,,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2023-10-16,95629.0,42132.0,239.0,0.0,2463.0,2198.0,16.0,,119.0,2.0,,222.0,,1751.0,1851.0,894.0,111.0,53.0,237.0,265.0,214.0,57.0,,10.7,0.0,0.0,0.0,0.0,0.6,0.0,0.0
2023-10-17,91347.0,42914.0,285.0,0.0,2556.0,2121.0,15.0,,129.0,1.0,,212.0,,1723.0,1808.0,,110.0,58.0,233.0,262.0,215.0,59.0,,22.3,0.0,0.0,0.0,0.0,0.4,0.0,0.0
2023-10-18,100942.0,39713.0,466.0,0.0,2541.0,2150.0,14.0,,129.0,2.0,,202.0,,1683.0,1464.0,,120.0,64.0,541.0,279.0,249.0,65.0,,81.6,0.2,0.2,1.0,0.2,2.8,0.4,22.8
2023-10-19,96896.0,37578.0,830.0,0.0,2430.0,2549.0,14.0,,148.0,2.0,,239.0,,1689.0,1498.0,,156.0,73.0,549.0,305.0,224.0,68.0,,147.8,12.5,12.5,8.8,12.5,5.6,10.2,14.8
2023-10-20,96256.0,72973.0,3311.0,0.0,2440.0,2470.0,25.0,,197.0,4.0,,291.0,,1676.0,1355.0,838.0,415.0,160.0,3083.0,370.0,290.0,83.0,,2.4,0.4,0.4,4.4,0.4,5.8,0.4,7.0
2023-10-21,108212.0,76050.0,1519.0,0.0,2475.0,2305.0,32.0,,216.0,5.0,,229.0,,1607.0,1864.0,973.0,349.0,205.0,4779.0,359.0,260.0,399.0,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.2
2023-10-22,169336.0,57396.0,1153.0,0.0,2463.0,2233.0,26.0,,178.0,4.0,,206.0,,1624.0,1867.0,925.0,213.0,107.0,2491.0,314.0,240.0,283.0,,14.3,0.6,0.6,0.0,0.6,0.4,0.8,0.2
2023-10-23,147387.0,47029.0,2998.0,0.0,2531.0,4085.0,56.0,,147.0,3.0,,214.0,,1625.0,1939.0,942.0,247.0,142.0,2107.0,315.0,248.0,205.0,,111.4,8.4,8.4,3.2,8.4,0.6,7.2,9.2
2023-10-24,126266.0,91429.0,4440.0,0.0,2466.0,3822.0,73.0,6.0,181.0,5.0,,271.0,,1641.0,2472.0,1308.0,762.0,329.0,2127.0,361.0,273.0,375.0,,0.2,0.0,0.0,0.8,0.0,0.6,0.2,1.2
2023-10-25,149913.0,78809.0,3234.0,0.0,2476.0,2908.0,68.0,6.0,194.0,4.0,,258.0,,1630.0,2118.0,1057.0,414.0,226.0,6383.0,350.0,284.0,503.0,,0.4,1.2,1.2,5.6,1.2,6.8,1.2,8.8
2023-10-26,253297.0,60686.0,3024.0,0.0,2427.0,2721.0,110.0,9.0,311.0,22.0,,989.0,,1745.0,6378.0,1275.0,570.0,449.0,16321.0,714.0,391.0,4761.0,,5.4,11.3,11.3,9.0,11.3,5.8,12.6,14.8
2023-10-27,309521.0,74346.0,2970.0,0.0,2370.0,2597.0,148.0,299.0,554.0,268.0,,1822.0,52.0,1837.0,10823.0,1371.0,796.0,584.0,17193.0,718.0,389.0,9514.0,,1.0,0.2,0.2,0.0,0.2,0.0,0.2,5.2
2023-10-28,324677.0,70742.0,2730.0,0.0,2419.0,2462.0,114.0,105.0,252.0,124.0,,858.0,19.0,1711.0,4779.0,,489.0,359.0,12907.0,525.0,328.0,2900.0,,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-29,275230.0,55716.0,2602.0,0.0,2393.0,2448.0,136.0,13.0,164.0,60.0,,381.0,19.0,1704.0,3399.0,1266.0,352.0,268.0,7242.0,430.0,290.0,1299.0,,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-30,205282.0,51926.0,2576.0,0.0,2424.0,2408.0,121.0,10.0,149.0,38.0,,386.0,29.0,1725.0,3203.0,1309.0,330.0,242.0,4866.0,550.0,430.0,2785.0,,2.8,9.2,9.2,5.6,9.2,2.4,6.6,11.4
2023-10-31,188106.0,64612.0,2450.0,0.0,1635.0,2394.0,111.0,8.0,147.0,81.0,,473.0,59.0,1711.0,3704.0,1372.0,437.0,254.0,7460.0,823.0,501.0,4579.0,,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2023-11-01,271212.0,58981.0,2350.0,0.0,1385.0,2339.0,98.0,8.0,149.0,177.0,,326.0,59.0,1693.0,3314.0,1193.0,348.0,236.0,7273.0,663.0,389.0,2011.0,,7.6,12.3,12.3,0.4,12.3,0.0,13.0,11.0
2023-11-02,276294.0,53279.0,2872.0,0.0,1423.0,2467.0,139.0,27.0,318.0,1073.0,,2746.0,402.0,2421.0,6158.0,2667.0,1172.0,840.0,18131.0,1115.0,566.0,5426.0,,9.3,24.7,24.7,17.7,24.7,15.4,23.0,27.6
2023-11-03,266593.0,111112.0,2906.0,0.0,1588.0,2576.0,425.0,529.0,1298.0,4114.0,,11625.0,1329.0,6502.0,25983.0,3896.0,941.0,789.0,19550.0,2381.0,942.0,12112.0,,0.4,16.9,16.9,6.6,16.9,14.2,16.8,11.0
2023-11-04,731425.0,90335.0,3491.0,0.0,1180.0,2683.0,631.0,648.0,2107.0,4440.0,,13648.0,1631.0,7831.0,52914.0,4240.0,992.0,1430.0,40991.0,3134.0,1290.0,16260.0,,26.9,6.6,6.6,15.0,6.6,11.4,8.0,30.4
2023-11-05,1028968.0,95646.0,5720.0,0.0,1119.0,2765.0,637.0,967.0,2016.0,5183.0,,6489.0,2654.0,4843.0,53693.0,2987.0,3755.0,3876.0,53401.0,3775.0,1764.0,20029.0,,0.2,0.0,0.0,1.0,0.0,1.0,0.0,13.6
2023-11-06,1332379.0,78825.0,5195.0,0.0,1080.0,2740.0,575.0,795.0,1327.0,3933.0,,2625.0,2949.0,2967.0,20957.0,2038.0,1923.0,1934.0,33380.0,3072.0,1468.0,23919.0,,0.0,2.2,2.2,1.4,2.2,1.2,3.2,5.0
2023-11-07,1151439.0,69665.0,4687.0,0.0,1497.0,2686.0,452.0,637.0,921.0,2551.0,,1599.0,2324.0,2492.0,10267.0,1642.0,1306.0,1427.0,23729.0,2342.0,1192.0,22220.0,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.6
2023-11-08,958114.0,68962.0,4283.0,0.0,1265.0,2564.0,357.0,568.0,712.0,1350.0,,1169.0,1850.0,2316.0,7586.0,1409.0,1018.0,1092.0,15390.0,1839.0,985.0,12471.0,,7.0,4.8,4.8,6.4,4.8,3.6,5.6,5.4
2023-11-09,834557.0,64375.0,4181.0,0.0,1069.0,2631.0,330.0,522.0,869.0,1316.0,,2431.0,2210.0,2652.0,16443.0,2125.0,986.0,1127.0,13611.0,2357.0,1150.0,7877.0,,10.3,6.0,6.0,7.9,6.0,10.0,8.0,6.8
2023-11-10,948771.0,75012.0,3877.0,0.0,1128.0,2766.0,629.0,781.0,1938.0,4468.0,,12052.0,2790.0,3925.0,28118.0,1902.0,1566.0,1845.0,22635.0,2705.0,1271.0,12729.0,,0.6,7.0,7.0,5.6,7.0,10.2,6.8,6.4
2023-11-11,1072887.0,72549.0,3501.0,0.0,1754.0,2925.0,1037.0,875.0,1815.0,3052.0,,9728.0,2495.0,4654.0,34213.0,2690.0,1446.0,1608.0,18480.0,2397.0,1186.0,14649.0,,13.5,18.1,18.1,13.1,18.1,24.5,18.4,29.1
2023-11-12,1246619.0,95211.0,4249.0,0.0,2386.0,3359.0,2812.0,1052.0,5212.0,2800.0,,13546.0,3701.0,7926.0,43895.0,6217.0,2332.0,2318.0,22812.0,3151.0,1815.0,17604.0,,0.4,0.0,0.0,0.2,0.0,0.2,0.0,3.0
2023-11-13,1413388.0,115058.0,4012.0,0.0,2680.0,3431.0,1509.0,942.0,3937.0,2724.0,,5038.0,3046.0,3933.0,40879.0,3647.0,1494.0,1574.0,20500.0,2659.0,1593.0,16171.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2023-11-14,1236947.0,82871.0,3720.0,0.0,2294.0,3046.0,990.0,797.0,2600.0,1738.0,,2806.0,2424.0,3203.0,14460.0,,1764.0,1406.0,27150.0,2199.0,1432.0,11602.0,,0.0,6.6,6.6,1.2,6.6,10.4,6.4,2.6
2023-11-15,793124.0,67240.0,3527.0,0.0,2217.0,3024.0,828.0,687.0,2015.0,1154.0,,2183.0,1998.0,2813.0,11051.0,2526.0,1389.0,1163.0,21734.0,1918.0,1340.0,3514.0,,0.0,0.8,0.8,0.2,0.8,0.0,0.8,0.4
2023-11-16,810970.0,66060.0,3332.0,0.0,2758.0,2861.0,739.0,623.0,1825.0,843.0,,2008.0,1797.0,2583.0,9889.0,2210.0,1237.0,1060.0,15543.0,1855.0,1508.0,2564.0,,0.6,0.8,0.8,3.0,0.8,7.0,0.8,3.6
2023-11-17,698005.0,61944.0,3073.0,0.0,1916.0,2874.0,683.0,571.0,1631.0,698.0,,1532.0,1557.0,2408.0,8441.0,1904.0,1091.0,952.0,11834.0,1705.0,1392.0,2244.0,,0.0,0.2,0.2,0.2,0.2,0.6,0.0,0.0
2023-11-18,709202.0,58572.0,2838.0,0.0,1752.0,2780.0,632.0,529.0,1389.0,611.0,,1274.0,1373.0,2240.0,7383.0,1997.0,998.0,840.0,9106.0,1510.0,1274.0,1900.0,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
2023-11-19,635845.0,51312.0,2645.0,0.0,1400.0,2729.0,569.0,467.0,1206.0,516.0,,1124.0,1226.0,2212.0,6654.0,1615.0,949.0,767.0,7462.0,1343.0,1175.0,1470.0,,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0
2023-11-20,398142.0,48346.0,2508.0,0.0,1186.0,2654.0,527.0,381.0,1112.0,433.0,,967.0,1088.0,2163.0,6094.0,,909.0,706.0,6305.0,1253.0,1121.0,1047.0,,0.0,11.4,11.4,2.2,11.4,6.6,12.4,1.6
2023-11-21,379571.0,56619.0,2384.0,0.0,1816.0,2740.0,511.0,374.0,1173.0,378.0,,1077.0,1002.0,2148.0,5831.0,2362.0,928.0,658.0,5865.0,1249.0,1114.0,1159.0,,0.0,14.6,14.6,3.4,14.6,10.6,13.4,0.6
2023-11-22,391087.0,180195.0,2260.0,0.0,7075.0,2617.0,528.0,336.0,1156.0,327.0,,1188.0,897.0,2112.0,6007.0,3220.0,971.0,624.0,5129.0,1152.0,1028.0,1161.0,,0.0,4.8,4.8,0.0,4.8,0.6,4.2,0.2
2023-11-23,488665.0,225899.0,2108.0,0.0,5786.0,2578.0,511.0,310.0,989.0,257.0,,1051.0,820.0,2089.0,5846.0,2579.0,876.0,558.0,4541.0,1080.0,960.0,894.0,,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0
2023-11-24,526979.0,133305.0,2014.0,0.0,3238.0,2526.0,470.0,290.0,933.0,214.0,,965.0,770.0,2067.0,5506.0,2115.0,848.0,529.0,4097.0,1029.0,923.0,1005.0,,0.0,1.8,1.8,3.4,1.8,3.2,1.4,0.0
2023-11-25,357360.0,100718.0,1939.0,0.0,2695.0,2570.0,487.0,229.0,925.0,195.0,,921.0,711.0,2048.0,5237.0,1994.0,849.0,490.0,3703.0,998.0,874.0,1143.0,,0.0,0.6,0.6,0.0,0.6,0.0,0.6,0.0
2023-11-26,322710.0,84162.0,1828.0,0.0,2776.0,2490.0,456.0,139.0,817.0,175.0,,822.0,656.0,2011.0,4936.0,1703.0,773.0,449.0,3303.0,933.0,807.0,984.0,,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.2
2023-11-27,303421.0,74256.0,1735.0,0.0,2590.0,2513.0,497.0,96.0,807.0,160.0,,823.0,663.0,2018.0,4725.0,1873.0,764.0,443.0,3260.0,954.0,767.0,1133.0,,0.0,19.9,19.9,11.9,19.9,23.4,18.0,9.4
2023-11-28,361000.0,109936.0,1681.0,0.0,3987.0,2681.0,1060.0,84.0,1806.0,387.0,,4682.0,800.0,3017.0,8089.0,5523.0,965.0,475.0,4844.0,1466.0,839.0,4594.0,,0.0,0.6,0.6,3.6,0.6,5.6,0.6,0.0
2023-11-29,428098.0,167288.0,1618.0,1.0,4017.0,2684.0,1428.0,133.0,1776.0,735.0,,3038.0,975.0,3010.0,12429.0,3643.0,818.0,422.0,4242.0,1528.0,852.0,3875.0,,10.3,0.0,0.0,0.0,0.0,0.0,0.0,10.6
2023-11-30,769037.0,127898.0,2040.0,1.0,3246.0,2732.0,1185.0,579.0,2521.0,2559.0,,2893.0,2193.0,2730.0,11556.0,2920.0,2100.0,988.0,19348.0,4342.0,2286.0,5869.0,,4.4,12.4,12.4,5.2,12.4,0.0,14.2,8.2
2023-12-01,1215110.0,168256.0,2011.0,1.0,3204.0,2677.0,1805.0,808.0,4162.0,4217.0,,14404.0,4098.0,9396.0,47094.0,8660.0,2765.0,1330.0,19898.0,6255.0,3976.0,14935.0,,7.6,18.5,18.5,11.4,18.5,6.6,21.2,10.6
2023-12-02,1639043.0,343687.0,2002.0,2.0,4002.0,2804.0,3003.0,852.0,4629.0,4720.0,,15560.0,3556.0,8774.0,62988.0,8211.0,2022.0,1020.0,14084.0,4399.0,3096.0,18494.0,,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0
2023-12-03,1751741.0,239031.0,1807.0,2.0,3758.0,2694.0,1726.0,742.0,3203.0,2339.0,,5193.0,2805.0,4717.0,49178.0,4564.0,1413.0,747.0,9849.0,3261.0,2301.0,17181.0,,1.4,1.2,1.2,0.4,1.2,0.0,1.0,0.0
2023-12-04,1369345.0,161030.0,2005.0,1.0,3317.0,2730.0,1374.0,672.0,2812.0,1461.0,,3541.0,2465.0,4038.0,18882.0,3542.0,1515.0,771.0,9930.0,2823.0,2118.0,12818.0,,25.7,6.2,6.2,4.2,6.2,4.6,5.2,11.4
2023-12-05,1006809.0,138110.0,2241.0,1.0,3159.0,2737.0,1801.0,665.0,3257.0,1023.0,,4129.0,2311.0,3747.0,14922.0,3908.0,2059.0,1001.0,11657.0,2598.0,2017.0,6820.0,,0.0,0.2,0.2,0.6,0.2,1.6,0.0,1.0
2023-12-06,940407.0,126735.0,2162.0,1.0,2999.0,2709.0,1709.0,690.0,3139.0,824.0,,3118.0,2120.0,3479.0,13681.0,3134.0,1489.0,823.0,9054.0,2365.0,1780.0,4514.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-07,904782.0,114803.0,2122.0,1.0,2900.0,2681.0,1368.0,646.0,2692.0,720.0,,2472.0,2003.0,3199.0,12240.0,3498.0,1350.0,738.0,7363.0,2226.0,1737.0,3405.0,7.5,12.9,8.0,8.0,15.7,8.0,22.4,9.4,15.0
2023-12-08,1117094.0,136819.0,2480.0,1.0,5305.0,3255.0,8989.0,730.0,7491.0,2653.0,,14189.0,4114.0,7031.0,34996.0,6431.0,2426.0,1320.0,10129.0,4598.0,3668.0,12426.0,6.0,0.2,10.4,10.4,0.6,10.4,14.4,11.4,2.4
2023-12-09,1460912.0,191255.0,2477.0,1.0,5350.0,3633.0,6482.0,850.0,6609.0,2578.0,,12886.0,3247.0,7045.0,44748.0,5619.0,2000.0,1186.0,13212.0,3967.0,3223.0,14668.0,13.0,0.6,1.2,1.2,2.8,1.2,7.4,1.0,11.0
2023-12-10,1524504.0,182402.0,2562.0,1.0,4719.0,3606.0,7263.0,967.0,6819.0,1909.0,,5618.0,2874.0,4536.0,26082.0,4213.0,1867.0,1106.0,18788.0,3592.0,2878.0,13504.0,0.0,0.6,0.2,0.2,0.0,0.2,0.8,0.0,12.0
2023-12-11,1318085.0,166877.0,2576.0,1.0,3905.0,3430.0,4936.0,976.0,5531.0,2033.0,,4408.0,2667.0,3947.0,15429.0,3610.0,2270.0,1016.0,50064.0,4652.0,4620.0,6436.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,8.6
2023-12-12,1276732.0,140063.0,2566.0,1.0,3684.0,3238.0,3834.0,936.0,4671.0,2271.0,,3242.0,2449.0,3540.0,13230.0,3336.0,2206.0,934.0,37292.0,4979.0,4756.0,3301.0,10.0,0.0,9.8,9.8,6.0,9.8,6.8,9.0,14.6
2023-12-13,1468438.0,126617.0,2651.0,1.0,3590.0,3510.0,8641.0,961.0,18049.0,2664.0,,9309.0,4162.0,6986.0,28772.0,7146.0,2578.0,1174.0,36434.0,5440.0,4842.0,8558.0,25.0,0.2,22.1,22.1,3.2,22.1,32.0,21.2,25.8
2023-12-14,1871871.0,240941.0,2651.0,5.0,12159.0,5619.0,14566.0,1087.0,20440.0,5450.0,,24511.0,4287.0,15135.0,58655.0,10353.0,2710.0,1185.0,25905.0,5727.0,4299.0,14867.0,2.0,0.0,0.4,0.4,0.8,0.4,5.8,0.6,0.0
2023-12-15,2238385.0,233450.0,2525.0,4.0,7511.0,4363.0,8432.0,963.0,10995.0,3335.0,,7288.0,3487.0,6092.0,67573.0,5688.0,2244.0,987.0,15997.0,4598.0,3489.0,16617.0,0.0,0.0,0.6,0.6,1.2,0.6,2.4,0.6,0.0
2023-12-16,1845685.0,187179.0,2491.0,3.0,5326.0,3923.0,6104.0,851.0,7997.0,2142.0,,4734.0,2884.0,4664.0,32270.0,4462.0,2088.0,882.0,11353.0,3843.0,2914.0,16008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-17,1428764.0,149425.0,2437.0,2.0,4316.0,3724.0,4786.0,770.0,6340.0,1567.0,,3464.0,2462.0,4022.0,16048.0,3837.0,1873.0,791.0,8443.0,3366.0,2496.0,13129.0,0.0,0.0,0.2,0.2,0.4,0.2,0.0,0.0,0.2
2023-12-18,1104392.0,127308.0,2344.0,2.0,3856.0,3575.0,3870.0,709.0,5283.0,1165.0,,2661.0,2134.0,3630.0,13411.0,3413.0,1761.0,729.0,6544.0,3000.0,2204.0,4028.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2
2023-12-19,913371.0,119387.0,2292.0,1.0,3651.0,3534.0,3213.0,663.0,4581.0,896.0,,2250.0,1871.0,3378.0,12407.0,3205.0,1661.0,683.0,5267.0,2752.0,1985.0,2606.0,0.2,0.0,6.4,6.4,2.0,6.4,3.0,8.6,2.0
2023-12-20,922651.0,124006.0,2246.0,1.0,4874.0,3427.0,2852.0,618.0,4220.0,727.0,,2767.0,1788.0,3642.0,12322.0,4445.0,1663.0,653.0,4595.0,2804.0,2039.0,2336.0,0.1,0.0,8.1,8.1,4.0,8.1,8.0,6.8,1.6
2023-12-21,861644.0,201624.0,2158.0,2.0,6871.0,3392.0,2881.0,572.0,4411.0,616.0,,3429.0,1719.0,3658.0,13765.0,4446.0,1606.0,633.0,5243.0,2761.0,1914.0,2504.0,0.6,0.0,1.4,1.4,6.6,1.4,34.8,0.6,7.0
2023-12-22,854258.0,158597.0,2062.0,2.0,5500.0,3391.0,6675.0,556.0,5512.0,860.0,,5385.0,1832.0,4393.0,13820.0,4166.0,1535.0,612.0,6571.0,2902.0,1932.0,3576.0,0.0,0.0,2.2,2.2,16.3,2.2,20.6,2.0,0.8
2023-12-23,939645.0,155633.0,1965.0,2.0,4939.0,3542.0,7102.0,542.0,5382.0,1307.0,,5380.0,1823.0,4696.0,15262.0,4180.0,1366.0,559.0,6567.0,2810.0,1803.0,4886.0,0.0,0.0,0.2,0.2,2.2,0.2,2.0,0.0,0.8
2023-12-24,1013206.0,141465.0,1880.0,2.0,4072.0,3595.0,6214.0,545.0,5009.0,1572.0,,3918.0,1728.0,4076.0,14069.0,3697.0,1272.0,517.0,5580.0,2670.0,1711.0,3581.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0
